Type,Price,Amount,Balance,BTC
Buy,124430000.0,0.0020081571968174877,9750000.0,0.0020081571968174877
Buy,123917000.0,0.002016470702163545,9500000.0,0.004024627898981033
Buy,123242000.0,0.0020275149705457555,9250000.0,0.006052142869526789
Buy,122712000.0,0.002036271921246496,9000000.0,0.008088414790773286
Buy,121997000.0,0.002048206103428773,8750000.0,0.010136620894202059
Buy,121470000.0,0.002057092286161192,8500000.0,0.01219371318036325
Buy,120784000.0,0.00206877566565108,8250000.0,0.01426248884601433
Sell,127518000.0,0.001426248884601433,8431781.469063973,0.012836239961412896
Sell,128809000.0,0.001426248884601433,8615403.304794312,0.011409991076811463
Sell,129950000.0,0.001426248884601433,8800651.676826991,0.00998374219221003
Sell,131697000.0,0.001426248884601433,8988390.459832668,0.008557493307608596
Sell,132489000.0,0.001426248884601433,9177258.267160391,0.007131244423007162
Sell,133796000.0,0.001426248884601433,9367989.249726642,0.005704995538405729
Sell,135244000.0,0.001426248884601433,9560784.408073604,0.004278746653804295
Sell,136512000.0,0.001426248884601433,9755387.145764448,0.0028524977692028623
Sell,137499000.0,0.001426248884601433,9951396.887250569,0.0014262488846014292
Sell,140346000.0,0.0001426248884601429,9971403.711430099,0.0012836239961412862
Sell,141839000.0,0.0001426248884601429,9991623.36809862,0.0011409991076811433
Sell,143156000.0,0.0001426248884601429,10012030.767826755,0.0009983742192210003
Sell,144602000.0,0.0001426248884601429,10032644.300025808,0.0008557493307608573
Sell,145939000.0,0.0001426248884601429,10053448.426355993,0.0007131244423007144
Sell,147294000.0,0.0001426248884601429,10074445.71278168,0.0005704995538405714
Sell,148708000.0,0.0001426248884601429,10095644.569963856,0.0004278746653804285
Sell,150105000.0,0.0001426248884601429,10117042.574491724,0.0002852497769202856
Sell,151603000.0,0.0001426248884601429,10138654.124276465,0.0001426248884601427
Sell,154667000.0,1.426248884601427e-05,10140858.95767063,0.0001283623996141284
Sell,156442000.0,1.426248884601427e-05,10143089.094324538,0.00011409991076811414
Sell,157775000.0,1.426248884601427e-05,10145338.233370129,9.983742192209988e-05
Sell,159328000.0,1.426248884601427e-05,10147609.510986075,8.557493307608561e-05
Sell,160826000.0,1.426248884601427e-05,10149902.143127708,7.131244423007135e-05
Sell,162367000.0,1.426248884601427e-05,10152216.742775405,5.704995538405708e-05
