Type,Price,Amount,Balance,BTC
Buy,37050000.0,0.0067442645074224025,9750000.0,0.0067442645074224025
Buy,36802000.0,0.006789712515624151,9500000.0,0.013533977023046553
Buy,36690000.0,0.006810438811665304,9250000.0,0.020344415834711856
Buy,36485000.0,0.006848704947238592,9000000.0,0.02719312078195045
Buy,36310000.0,0.006881713026714404,8750000.0,0.034074833808664856
Buy,36115000.0,0.006918870275508792,8500000.0,0.040993704084173646
Buy,35702000.0,0.006998907624222733,8250000.0,0.04799261170839638
Buy,35702000.0,0.006998907624222733,8000000.0,0.054991519332619115
Buy,35554000.0,0.007028041851831018,7750000.0,0.06201956118445014
Buy,35343000.0,0.007069999717058541,7500000.0,0.06908956090150868
Buy,35151000.0,0.007067356812229063,7251451.06622645,0.07615691771373774
Buy,34174000.0,0.007269405375626611,7002902.1324529,0.08342632308936435
Buy,34174000.0,0.007269405375626611,6754353.198679349,0.09069572846499095
Buy,34174000.0,0.007269405375626611,6505804.264905799,0.09796513384061756
Buy,34174000.0,0.007269405375626611,6257255.331132249,0.10523453921624416
Buy,34174000.0,0.007269405375626611,6008706.397358699,0.11250394459187077
Buy,34101000.0,0.007284966989433266,5760157.463585149,0.11978891158130403
Buy,33907000.0,0.007326648164292441,5511608.529811598,0.12711555974559646
Buy,33711000.0,0.007369246219532609,5263059.596038048,0.13448480596512907
Buy,32649000.0,0.007608951554616184,5014510.662264498,0.14209375751974526
