Type,Price,Amount,Balance,BTC
Sell,38455000.0,1.7613307875089015e-09,10729319.97846143,1.7613307875089015e-09
Sell,38468000.0,8.806653937544507e-10,10729320.012321927,8.806653937544507e-10
Sell,38513000.0,4.403326968772254e-10,10729320.02927198,4.403326968772254e-10
Sell,38535000.0,2.201663484386127e-10,10729320.03775185,2.201663484386127e-10
Sell,38496000.0,1.1008317421930634e-10,10729320.041987494,1.1008317421930634e-10
Buy,38049000.0,0.007046147984294703,10461087.040832488,0.007046148094377877
Buy,37878000.0,0.007077957776398679,10192854.039677482,0.014124105870776556
Buy,37683000.0,0.007114584418820931,9924621.038522476,0.02123869028959749
Sell,37750000.0,0.010619345144798745,10325300.877599021,0.010619345144798745
Sell,37734000.0,0.005309672572399372,10525555.884853516,0.005309672572399372
Buy,37261000.0,0.007191895469987489,10257444.61210994,0.012501568042386862
Sell,37828000.0,0.006250784021193431,10493781.04273467,0.006250784021193431
Sell,37898000.0,0.0031253920105967156,10612167.926099055,0.0031253920105967156
Sell,38036000.0,0.0015626960052983578,10671576.912003955,0.0015626960052983578
Buy,37124000.0,0.0072221077672436785,10403329.259426512,0.008784803772542036
Sell,37244000.0,0.004392401886271018,10566838.079970863,0.004392401886271018
Sell,37317000.0,0.002196200943135509,10648752.732750554,0.002196200943135509
Sell,37605000.0,0.0010981004715677545,10690026.153949743,0.0010981004715677545
Sell,37608000.0,0.0005490502357838773,10710664.51087647,0.0005490502357838773
Sell,37629000.0,0.00027452511789193863,10720989.451484794,0.00027452511789193863
Sell,37650000.0,0.00013726255894596932,10726154.802861437,0.00013726255894596932
Sell,37714000.0,6.863127947298466e-05,10728741.868755445,6.863127947298466e-05
Buy,37251000.0,0.007198429225437626,10460459.040264422,0.00726706050491061
Sell,37415000.0,0.003633530252455305,10596339.600392839,0.003633530252455305
Sell,37450000.0,0.0018167651262276526,10664343.435443075,0.0018167651262276526
Sell,37436000.0,0.0009083825631138263,10698332.641970988,0.0009083825631138263
Sell,37574000.0,0.00045419128155691315,10715389.892292602,0.00045419128155691315
Sell,37562000.0,0.00022709564077845657,10723915.793668292,0.00022709564077845657
Sell,37563000.0,0.00011354782038922829,10728178.857847184,0.00011354782038922829
Buy,37338000.0,0.007182411575200957,10459867.818932874,0.007295959395590185
Sell,37513000.0,0.0036479796977950925,10596646.05800506,0.0036479796977950925
Sell,37581000.0,0.0018239898488975463,10665159.146835223,0.0018239898488975463
Sell,37598000.0,0.0009119949244487731,10699431.187412063,0.0009119949244487731
Sell,37642000.0,0.00045599746222438656,10716587.261556877,0.00045599746222438656
Sell,37685000.0,0.00022799873111219328,10725175.09767275,0.00022799873111219328
Sell,37711000.0,0.00011399936555609664,10729471.978232197,0.00011399936555609664
Buy,37356000.0,0.0071798280288649,10461128.15047204,0.007293827394420997
Sell,37340000.0,0.0036469136972104984,10597235.820047153,0.0036469136972104984
Sell,37409000.0,0.0018234568486052492,10665415.410448002,0.0018234568486052492
Sell,37740000.0,0.0009117284243026246,10699806.836865816,0.0009117284243026246
Sell,37867000.0,0.0004558642121513123,10717060.41588229,0.0004558642121513123
Sell,37917000.0,0.00022793210607565615,10725698.596297527,0.00022793210607565615
Buy,37462000.0,0.007159869079313605,10457341.402251257,0.0073878011853892615
Buy,37272000.0,0.00719636766069023,10188984.208204987,0.014584168846079493
Buy,37080000.0,0.007233630405858854,9920627.014158716,0.021817799251938347
Sell,37911000.0,0.010908899625969174,10333987.524231974,0.010908899625969174
Sell,37886000.0,0.005454449812984587,10540531.486203901,0.005454449812984587
Sell,37900000.0,0.0027272249064922934,10643841.629247982,0.0027272249064922934
Sell,37968000.0,0.0013636124532461467,10695589.38005402,0.0013636124532461467
Sell,37972000.0,0.0006818062266230734,10721465.981318332,0.0006818062266230734
Sell,37976000.0,0.0003409031133115367,10734405.644881135,0.0003409031133115367
Sell,37985000.0,0.00017045155665576834,10740877.009959515,0.00017045155665576834
Sell,37996000.0,8.522577832788417e-05,10744113.629513524,8.522577832788417e-05
Sell,37973000.0,4.2612889163942085e-05,10745730.959684126,4.2612889163942085e-05
Sell,37883000.0,2.1306444581971042e-05,10746537.708148206,2.1306444581971042e-05
Sell,37880000.0,1.0653222290985521e-05,10746941.050436558,1.0653222290985521e-05
Sell,37903000.0,5.326611145492761e-06,10747142.844031535,5.326611145492761e-06
Sell,37913000.0,2.6633055727463803e-06,10747243.767448762,2.6633055727463803e-06
Sell,37961000.0,1.3316527863731902e-06,10747294.29304475,1.3316527863731902e-06
Sell,38015000.0,6.658263931865951e-07,10747319.591779392,6.658263931865951e-07
Sell,38089000.0,3.3291319659329754e-07,10747332.265769972,3.3291319659329754e-07
Sell,38099000.0,1.6645659829664877e-07,10747338.604428995,1.6645659829664877e-07
Sell,37937000.0,8.322829914832438e-08,10747341.760282265,8.322829914832438e-08
Sell,37960000.0,4.161414957416219e-08,10747343.339165546,4.161414957416219e-08
Sell,37891000.0,2.0807074787081096e-08,10747344.127172217,2.0807074787081096e-08
Sell,37979000.0,1.0403537393540548e-08,10747344.522090606,1.0403537393540548e-08
Sell,37991000.0,5.201768696770274e-09,10747344.71961219,5.201768696770274e-09
Sell,37900000.0,2.600884348385137e-09,10747344.81813642,2.600884348385137e-09
Sell,37898000.0,1.3004421741925685e-09,10747344.867395936,1.3004421741925685e-09
Sell,37931000.0,6.502210870962843e-10,10747344.89204714,6.502210870962843e-10
Sell,37965000.0,3.2511054354814213e-10,10747344.904383792,3.2511054354814213e-10
Sell,37989000.0,1.6255527177407106e-10,10747344.910556016,1.6255527177407106e-10
Buy,37312000.0,0.007197397113659582,10478661.287639692,0.007197397276214854
Sell,37629000.0,0.003598698638107427,10614009.01097751,0.003598698638107427
Sell,37800000.0,0.0017993493190537136,10681990.40753561,0.0017993493190537136
Sell,37832000.0,0.0008996746595268568,10716009.881008971,0.0008996746595268568
Sell,37828000.0,0.0004498373297634284,10733017.819296008,0.0004498373297634284
Sell,37873000.0,0.0002249186648817142,10741531.904718775,0.0002249186648817142
Sell,38029000.0,0.0001124593324408571,10745806.482314192,0.0001124593324408571
Sell,38045000.0,5.622966622042855e-05,10747944.670336721,5.622966622042855e-05
Buy,37697000.0,0.007125700146430176,10479192.77596956,0.007181929812650604
Sell,37790000.0,0.003590964906325302,10614827.488497688,0.003590964906325302
Sell,37666000.0,0.001795482453162651,10682422.316257471,0.001795482453162651
Sell,37680000.0,0.0008977412265813255,10716232.292230347,0.0008977412265813255
Sell,37659000.0,0.00044887061329066275,10733127.858647047,0.00044887061329066275
Sell,37753000.0,0.00022443530664533138,10741596.728225762,0.00022443530664533138
Buy,36943000.0,0.0072710983591401535,10472846.166263066,0.007495533665785485
Buy,36943000.0,0.0072710983591401535,10204095.60430037,0.01476663202492564
Buy,36943000.0,0.0072710983591401535,9935345.042337675,0.02203773038406579
Sell,37367000.0,0.011018865192032896,10346881.107000552,0.011018865192032896
Sell,37380000.0,0.005509432596016448,10552720.726144427,0.005509432596016448
Sell,37390000.0,0.002754716298008224,10655668.069105763,0.002754716298008224
Sell,37414000.0,0.001377358149004112,10707174.78065371,0.001377358149004112
Sell,37449000.0,0.000688679074502056,10732952.228143407,0.000688679074502056
Sell,37463000.0,0.000344339537251028,10745845.7702314,0.000344339537251028
Sell,37387000.0,0.000172169768625514,10752279.462915432,0.000172169768625514
Sell,37453000.0,8.6084884312757e-05,10755501.988019012,8.6084884312757e-05
Sell,37577000.0,4.30424421563785e-05,10757118.585164998,4.30424421563785e-05
Sell,37587000.0,2.152122107818925e-05,10757927.098842595,2.152122107818925e-05
Sell,37631000.0,1.0760610539094625e-05,10758331.828911524,1.0760610539094625e-05
Sell,37641000.0,5.380305269547312e-06,10758534.24772214,5.380305269547312e-06
Sell,37673000.0,2.690152634773656e-06,10758635.54316929,2.690152634773656e-06
Sell,37717000.0,1.345076317386828e-06,10758686.250046631,1.345076317386828e-06
Sell,37716000.0,6.72538158693414e-07,10758711.6028131,6.72538158693414e-07
Buy,36374000.0,0.00739082642869644,10489743.198093336,0.007391498966855133
Sell,36588000.0,0.0036957494834275666,10624895.670151934,0.0036957494834275666
Sell,36624000.0,0.0018478747417137833,10692538.39641019,0.0018478747417137833
Sell,36830000.0,0.0009239373708568916,10726549.995472165,0.0009239373708568916
Sell,36822000.0,0.0004619686854284458,10743552.101101544,0.0004619686854284458
Sell,36927000.0,0.0002309843427142229,10752077.395145541,0.0002309843427142229
Buy,36827000.0,0.007301199610740845,10483061.60918781,0.007532183953455067
Sell,36924000.0,0.0037660919767275335,10622051.259746423,0.0037660919767275335
Buy,36650000.0,0.0073365739804460515,10353031.313389897,0.011102665957173585
Sell,36600000.0,0.005551332978586792,10556108.511012666,0.005551332978586792
Sell,36600000.0,0.002775666489293396,10657647.10982405,0.002775666489293396
Sell,36626000.0,0.001387833244646698,10708452.474852271,0.001387833244646698
Sell,36671000.0,0.000693916622323349,10733886.368001262,0.000693916622323349
Sell,36674000.0,0.0003469583111616745,10746604.354930254,0.0003469583111616745
Sell,36557000.0,0.00017347915558083726,10752943.061482077,0.00017347915558083726
Sell,36566000.0,8.673957779041863e-05,10756113.19502386,8.673957779041863e-05
Sell,36590000.0,4.3369788895209315e-05,10757699.30214925,4.3369788895209315e-05
Sell,36846000.0,2.1684894447604657e-05,10758497.904269256,2.1684894447604657e-05
Sell,36822000.0,1.0842447223802329e-05,10758896.945240635,1.0842447223802329e-05
Sell,36800000.0,5.421223611901164e-06,10759096.346519038,5.421223611901164e-06
Sell,36861000.0,2.710611805950582e-06,10759196.212422887,2.710611805950582e-06
Buy,36561000.0,0.007353406808240324,10490213.814908056,0.007356117420046275
Sell,36543000.0,0.0036780587100231376,10624553.910698712,0.0036780587100231376
Sell,36609000.0,0.0018390293550115688,10691845.2738435,0.0018390293550115688
Sell,36629000.0,0.0009195146775057844,10725509.3365143,0.0009195146775057844
Sell,36650000.0,0.0004597573387528922,10742351.017926361,0.0004597573387528922
Sell,36611000.0,0.0002298786693764461,10750762.89784692,0.0002298786693764461
Sell,36691000.0,0.00011493933468822305,10754978.028356401,0.00011493933468822305
Sell,36686000.0,5.7469667344111525e-05,10757085.30640648,5.7469667344111525e-05
Sell,36700000.0,2.8734833672055763e-05,10758139.347518045,2.8734833672055763e-05
Sell,37161000.0,1.4367416836027881e-05,10758672.9881413,1.4367416836027881e-05
Sell,37101000.0,7.183708418013941e-06,10758939.377645934,7.183708418013941e-06
Sell,37173000.0,3.5918542090069703e-06,10759072.830882447,3.5918542090069703e-06
Sell,36947000.0,1.7959271045034852e-06,10759139.151824117,1.7959271045034852e-06
Sell,36959000.0,8.979635522517426e-07,10759172.323065126,8.979635522517426e-07
Sell,36958000.0,4.489817761258713e-07,10759188.908236874,4.489817761258713e-07
Sell,36973000.0,2.2449088806293565e-07,10759197.204188427,2.2449088806293565e-07
Sell,36945000.0,1.1224544403146782e-07,10759201.349022903,1.1224544403146782e-07
Sell,36946000.0,5.612272201573391e-08,10759203.421496235,5.612272201573391e-08
Sell,37066000.0,2.8061361007866956e-08,10759204.461098582,2.8061361007866956e-08
Sell,37107000.0,1.4030680503933478e-08,10759204.981474726,1.4030680503933478e-08
Sell,37120000.0,7.015340251966739e-09,10759205.24175395,7.015340251966739e-09
Sell,37122000.0,3.5076701259833695e-09,10759205.371900575,3.5076701259833695e-09
Sell,37152000.0,1.7538350629916847e-09,10759205.437026476,1.7538350629916847e-09
Sell,37155000.0,8.769175314958424e-10,10759205.469592057,8.769175314958424e-10
Sell,37144000.0,4.384587657479212e-10,10759205.485870026,4.384587657479212e-10
Sell,37183000.0,2.192293828739606e-10,10759205.494017556,2.192293828739606e-10
Sell,37170000.0,1.096146914369803e-10,10759205.498089897,1.096146914369803e-10
Sell,36888000.0,5.480734571849015e-11,10759205.500110619,5.480734571849015e-11
Sell,36800000.0,2.7403672859245074e-11,10759205.50111857,2.7403672859245074e-11
Sell,36815000.0,1.3701836429622537e-11,10759205.501622751,1.3701836429622537e-11
Sell,36840000.0,6.8509182148112685e-12,10759205.501875013,6.8509182148112685e-12
Sell,36987000.0,3.4254591074056342e-12,10759205.502001647,3.4254591074056342e-12
Sell,37016000.0,1.7127295537028171e-12,10759205.502065014,1.7127295537028171e-12
Sell,37026000.0,8.563647768514086e-13,10759205.502096705,8.563647768514086e-13
Buy,36798000.0,0.007305985311278689,10490225.364543496,0.007305985312135053
Sell,36791000.0,0.0036529926560675266,10624555.418726472,0.0036529926560675266
Sell,36819000.0,0.0018264963280337633,10691771.562144196,0.0018264963280337633
Sell,36849000.0,0.0009132481640168816,10725407.017599257,0.0009132481640168816
Sell,36856000.0,0.0004566240820084408,10742227.940097177,0.0004566240820084408
Sell,38213000.0,0.0002283120410042204,10750948.065876061,0.0002283120410042204
Sell,38265000.0,0.0001141560205021102,10755314.061910512,0.0001141560205021102
Sell,38285000.0,5.70780102510551e-05,10757498.200917162,5.70780102510551e-05
Sell,38432000.0,2.853900512552755e-05,10758594.463556623,2.853900512552755e-05
Sell,39174000.0,1.4269502562763776e-05,10759153.17755327,1.4269502562763776e-05
Sell,39780000.0,7.134751281381888e-06,10759436.85604904,7.134751281381888e-06
Sell,39811000.0,3.567375640690944e-06,10759578.805830276,3.567375640690944e-06
Buy,37242000.0,0.007219223984636468,10490585.969776418,0.007222791360277159
Buy,37242000.0,0.007219223984636468,10221593.13372256,0.014442015344913628
Buy,37140000.0,0.007239050609473112,9952600.297668703,0.02168106595438674
Sell,38635000.0,0.01084053297719337,10371214.877246782,0.01084053297719337
Sell,38634000.0,0.005420266488596685,10580516.749479467,0.005420266488596685
Sell,38633000.0,0.0027101332442983424,10685164.976817632,0.0027101332442983424
Buy,38233000.0,0.007051520806373161,10415429.313996157,0.009761654050671503
Sell,38359000.0,0.004880827025335752,10602559.34603908,0.004880827025335752
Sell,38356000.0,0.002440413512667876,10696117.044480622,0.002440413512667876
Sell,38458000.0,0.001220206756333938,10743020.292559994,0.001220206756333938
Sell,38718000.0,0.000610103378166969,10766630.464164564,0.000610103378166969
Sell,38755000.0,0.0003050516890834845,10778446.83123589,0.0003050516890834845
Sell,38814000.0,0.00015252584454174224,10784364.009296868,0.00015252584454174224
Sell,38867000.0,7.626292227087112e-05,10787326.63824127,7.626292227087112e-05
Sell,39007000.0,3.813146113543556e-05,10788813.288448827,3.813146113543556e-05
Sell,38775000.0,1.906573056771778e-05,10789552.19251474,1.906573056771778e-05
Sell,38820000.0,9.53286528385889e-06,10789922.073312145,9.53286528385889e-06
Sell,38944000.0,4.766432641929445e-06,10790107.604452975,4.766432641929445e-06
Buy,38410000.0,0.007019589194464124,10520350.304843804,0.007024355627106053
Sell,38950000.0,0.0035121778135530266,10657081.231018776,0.0035121778135530266
Sell,38955000.0,0.0017560889067765133,10725455.470160574,0.0017560889067765133
Sell,38962000.0,0.0008780444533882567,10759648.73296949,0.0008780444533882567
Sell,38934000.0,0.0004390222266941283,10776733.077897914,0.0004390222266941283
Sell,38951000.0,0.00021951111334706416,10785278.980185207,0.00021951111334706416
Sell,39048000.0,0.00010975555667353208,10789562.572294706,0.00010975555667353208
Sell,38785000.0,5.487777833676604e-05,10791689.942710182,5.487777833676604e-05
Sell,38848000.0,2.743888916838302e-05,10792755.35570361,2.743888916838302e-05
Sell,38829000.0,1.371944458419151e-05,10793287.801661214,1.371944458419151e-05
Sell,38669000.0,6.859722292095755e-06,10793552.927633226,6.859722292095755e-06
Sell,38657000.0,3.4298611460478775e-06,10793685.449481478,3.4298611460478775e-06
Sell,39705000.0,1.7149305730239388e-06,10793753.506754221,1.7149305730239388e-06
Sell,39693000.0,8.574652865119694e-07,10793787.525106154,8.574652865119694e-07
Sell,39710000.0,4.287326432559847e-07,10793804.54156693,4.287326432559847e-07
Sell,39770000.0,2.1436632162799235e-07,10793813.062652867,2.1436632162799235e-07
Buy,39096000.0,0.0068986754314956265,10523967.525214395,0.006898889797817254
Buy,38938000.0,0.006926668413111949,10254121.987775922,0.013825558210929203
Sell,39102000.0,0.0069127791054646014,10524290.324613508,0.0069127791054646014
Sell,39069000.0,0.0034563895527323007,10659260.489207488,0.0034563895527323007
Sell,39131000.0,0.0017281947763661504,10726852.666006574,0.0017281947763661504
Sell,39152000.0,0.0008640973881830752,10760666.891378246,0.0008640973881830752
Sell,39167000.0,0.0004320486940915376,10777580.481554128,0.0004320486940915376
Sell,39209000.0,0.0002160243470457688,10786046.345128134,0.0002160243470457688
Sell,40166000.0,0.0001080121735228844,10790382.592881374,0.0001080121735228844
Sell,40176000.0,5.40060867614422e-05,10792551.256548831,5.40060867614422e-05
Sell,40165000.0,2.70030433807211e-05,10793635.2914976,2.70030433807211e-05
Sell,40389000.0,1.350152169036055e-05,10794180.331800671,1.350152169036055e-05
Sell,40459000.0,6.750760845180275e-06,10794453.32426919,6.750760845180275e-06
Sell,40467000.0,3.3753804225901374e-06,10794589.847492991,3.3753804225901374e-06
Buy,39850000.0,0.006768712718824533,10524721.711579876,0.006772088099247123
Buy,39718000.0,0.0067912080629729,10254853.575666761,0.013563296162220025
Buy,39545000.0,0.0068209179882452306,9984985.439753646,0.020384214150465256
Sell,39738000.0,0.010192107075232628,10389796.883733762,0.010192107075232628
Sell,39789000.0,0.005096053537616314,10592462.374504874,0.005096053537616314
Sell,40342000.0,0.002548026768808157,10695203.474164179,0.002548026768808157
Sell,40298000.0,0.0012740133844040785,10746517.995433211,0.0012740133844040785
Sell,40300000.0,0.0006370066922020393,10772176.529444106,0.0006370066922020393
Sell,40279000.0,0.0003185033461010196,10784999.111223571,0.0003185033461010196
Sell,40182000.0,0.0001592516730505098,10791394.962424723,0.0001592516730505098
Sell,40107000.0,7.96258365252549e-05,10794586.91907353,7.96258365252549e-05
Sell,40141000.0,3.981291826262745e-05,10796184.250360334,3.981291826262745e-05
Sell,40167000.0,1.9906459131313727e-05,10796983.43331289,1.9906459131313727e-05
Sell,40337000.0,9.953229565656863e-06,10797384.71599217,9.953229565656863e-06
Sell,40571000.0,4.976614782828432e-06,10797586.521277405,4.976614782828432e-06
Sell,40574000.0,2.488307391414216e-06,10797687.431381213,2.488307391414216e-06
Sell,40602000.0,1.244153695707108e-06,10797737.921252001,1.244153695707108e-06
Sell,40645000.0,6.22076847853554e-07,10797763.192923326,6.22076847853554e-07
Sell,40452000.0,3.11038423926777e-07,10797775.768758588,3.11038423926777e-07
Sell,40458000.0,1.555192119633885e-07,10797782.057608867,1.555192119633885e-07
Sell,40483000.0,7.775960598169424e-08,10797785.203977024,7.775960598169424e-08
Sell,40546000.0,3.887980299084712e-08,10797786.779609306,3.887980299084712e-08
Sell,40548000.0,1.943990149542356e-08,10797787.567464307,1.943990149542356e-08
Sell,40563000.0,9.71995074771178e-09,10797787.961537534,9.71995074771178e-09
Sell,40462000.0,4.85997537385589e-09,10797788.158083536,4.85997537385589e-09
Sell,40361000.0,2.429987686927945e-09,10797788.25611123,2.429987686927945e-09
Sell,40363000.0,1.2149938434639726e-09,10797788.305127507,1.2149938434639726e-09
Sell,40387000.0,6.074969217319863e-10,10797788.329650218,6.074969217319863e-10
Sell,40384000.0,3.0374846086599314e-10,10797788.341910662,3.0374846086599314e-10
Sell,40441000.0,1.5187423043299657e-10,10797788.348049536,1.5187423043299657e-10
Sell,40439000.0,7.593711521649829e-11,10797788.351118822,7.593711521649829e-11
Sell,41586000.0,3.796855760824914e-11,10797788.352696992,3.796855760824914e-11
Sell,41656000.0,1.898427880412457e-11,10797788.353487406,1.898427880412457e-11
Sell,41696000.0,9.492139402062286e-12,10797788.353882993,9.492139402062286e-12
Buy,41199000.0,0.006548938967025637,10527843.645026075,0.006548938976517777
Buy,41049000.0,0.006572869899449177,10257898.936169157,0.013121808875966954
Sell,41347000.0,0.006560904437983477,10529037.015108561,0.006560904437983477
Sell,41354000.0,0.0032804522189917385,10664629.006262213,0.0032804522189917385
Sell,41645000.0,0.0016402261094958692,10732902.068984004,0.0016402261094958692
Sell,41620000.0,0.0008201130547479346,10767018.107769944,0.0008201130547479346
Buy,41051000.0,0.0065744273940863815,10496996.27790037,0.007394540448834316
Buy,40867000.0,0.006604028163423791,10226974.448030796,0.013998568612258106
Buy,40598000.0,0.006647786072088281,9956952.618161222,0.020646354684346387
Buy,40455000.0,0.006671284611411199,9686930.788291648,0.027317639295757586
Sell,45717000.0,0.013658819647878793,10311058.826004801,0.013658819647878793
Sell,45643000.0,0.006829409823939397,10622617.72122257,0.006829409823939397
Sell,45558000.0,0.0034147049119696983,10778107.064038895,0.0034147049119696983
Sell,45735000.0,0.0017073524559848491,10856153.785731075,0.0017073524559848491
Sell,45913000.0,0.0008536762279924246,10895329.024968565,0.0008536762279924246
Sell,46231000.0,0.0004268381139962123,10915052.311240299,0.0004268381139962123
Sell,46322000.0,0.00021341905699810614,10924933.365799787,0.00021341905699810614
Buy,45390000.0,0.0060196377267136125,10651565.325364038,0.006233056783711719
Buy,45390000.0,0.0060196377267136125,10378197.28492829,0.012252694510425332
Buy,44997000.0,0.0060722127345274315,10104829.244492542,0.018324907244952764
Buy,44911000.0,0.006083840404701095,9831461.204056794,0.02440874764965386
Buy,44617000.0,0.006123929363595286,9558093.163621046,0.030532677013249146
Buy,44090000.0,0.006197127612055587,9284725.123185297,0.03672980462530473
Buy,44090000.0,0.006197127612055587,9011357.08274955,0.04292693223736031
Buy,43880000.0,0.0062267856977103655,8737989.042313801,0.04915371793507068
Buy,43800000.0,0.006238158822272394,8464621.001878053,0.05539187675734308
Buy,43402000.0,0.006295363264723534,8191252.961442304,0.06168724002206661
Buy,42653000.0,0.006356407899488774,7919997.467558468,0.06804364792155539
Buy,42653000.0,0.006356407899488774,7648741.973674631,0.07440005582104416
Buy,42437000.0,0.006388761367129972,7377486.479790794,0.08078881718817413
Buy,42170000.0,0.006429211907443553,7106230.985906957,0.08721802909561768
Buy,41998000.0,0.006455542314798197,6834975.49202312,0.09367357141041588
Buy,41787000.0,0.0064881390417329465,6563719.998139283,0.10016171045214882
Sell,46032000.0,0.05008085522607441,8867889.264942057,0.05008085522607441
Sell,45976000.0,0.025040427613037205,10018572.335529087,0.025040427613037205
Sell,46068000.0,0.012520213806518602,10595065.154562967,0.012520213806518602
Sell,46225000.0,0.006260106903259301,10884293.909445327,0.006260106903259301
Sell,46158000.0,0.0031300534516296506,11028698.678162038,0.0031300534516296506
Buy,44848000.0,0.0062235799364421555,10749443.9378023,0.009353633388071806
Sell,46326000.0,0.004676816694035903,10965993.818865122,0.004676816694035903
Sell,46340000.0,0.0023384083470179514,11074301.480744533,0.0023384083470179514
Sell,46739000.0,0.0011692041735089757,11128921.590893237,0.0011692041735089757
Sell,46608000.0,0.0005846020867544879,11156155.10138566,0.0005846020867544879
Sell,46710000.0,0.00029230104337724393,11169801.656430943,0.00029230104337724393
Sell,47340000.0,0.00014615052168862196,11176716.962744834,0.00014615052168862196
Buy,46193000.0,0.006049574868018489,10897129.156963564,0.006195725389707111
Buy,46017000.0,0.006072712516643372,10617541.351182295,0.012268437906350484
Buy,45770000.0,0.006105484200969589,10337953.545401026,0.018373922107320074
Sell,46242000.0,0.009186961053660037,10762564.586717851,0.009186961053660037
Sell,46238000.0,0.0045934805268300185,10974851.742641117,0.0045934805268300185
Sell,46264000.0,0.0022967402634150092,11081055.005991977,0.0022967402634150092
Sell,46053000.0,0.0011483701317075046,11133914.452722665,0.0011483701317075046
Sell,46152000.0,0.0005741850658537523,11160400.991987368,0.0005741850658537523
Sell,46174000.0,0.00028709253292687615,11173650.574497426,0.00028709253292687615
Sell,46202000.0,0.00014354626646343808,11180279.383038267,0.00014354626646343808
Sell,46374000.0,7.177313323171904e-05,11183606.126115115,7.177313323171904e-05
Sell,46630000.0,3.588656661585952e-05,11185278.680021113,3.588656661585952e-05
Sell,46622000.0,1.794328330792976e-05,11186114.813499618,1.794328330792976e-05
Buy,46351000.0,0.0060308073358966725,10906441.025779612,0.006048750619204602
Sell,46980000.0,0.003024375309602301,11048455.135248706,0.003024375309602301
Sell,47002000.0,0.0015121876548011505,11119495.441477593,0.0015121876548011505
Sell,47026000.0,0.0007560938274005752,11155033.731770769,0.0007560938274005752
Sell,47090000.0,0.0003780469137002876,11172827.059822332,0.0003780469137002876
Buy,46579000.0,0.006003225359413445,10893062.943748176,0.0063812722731137325
Buy,46402000.0,0.006026124607045361,10613298.82767402,0.012407396880159093
Buy,46057000.0,0.0060712646072501215,10333534.711599864,0.018478661487409214
Buy,45966000.0,0.0060832840363772974,10053770.595525708,0.024561945523786512
Buy,45685000.0,0.00612070119330456,9774006.479451552,0.03068264671709107
Sell,45947000.0,0.015341323358545536,10478541.819914466,0.015341323358545536
Sell,45988000.0,0.007670661679272768,10831123.83002621,0.007670661679272768
Sell,46030000.0,0.003835330839636384,11007575.838435398,0.003835330839636384
Sell,46199000.0,0.001917665419818192,11096125.766053215,0.001917665419818192
Buy,45934000.0,0.006084343594883198,10816507.718341995,0.00800200901470139
Buy,45734000.0,0.006110951123614047,10536889.670630775,0.014112960138315436
Sell,45969000.0,0.007056480069157718,10861106.813263737,0.007056480069157718
Buy,45674000.0,0.006119435527876012,10581467.895504648,0.013175915597033731
Buy,45500000.0,0.006142837325279318,10301828.977745559,0.01931875292231305
Sell,46082000.0,0.009659376461156525,10746729.802135533,0.009659376461156525
Sell,46065000.0,0.004829688230578263,10969098.15068295,0.004829688230578263
Sell,46173000.0,0.0024148441152891313,11080542.997719528,0.0024148441152891313
Sell,46178000.0,0.0012074220576445656,11136271.45532955,0.0012074220576445656
Sell,46390000.0,0.0006037110288222828,11164263.606879303,0.0006037110288222828
Sell,46400000.0,0.0003018555144111414,11178262.699700046,0.0003018555144111414
Sell,46401000.0,0.0001509277572055707,11185262.396962712,0.0001509277572055707
Sell,46690000.0,7.546387860278535e-05,11188784.04375043,7.546387860278535e-05
Buy,46027000.0,0.006076150461442006,10908977.163021274,0.0061516143400447915
Sell,46419000.0,0.0030758071700223957,11051681.668100031,0.0030758071700223957
Sell,46410000.0,0.0015379035850111979,11123020.086427711,0.0015379035850111979
Sell,46424000.0,0.0007689517925055989,11158700.055533983,0.0007689517925055989
Sell,46445000.0,0.00038447589625279947,11176548.110043943,0.00038447589625279947
Sell,46489000.0,0.00019223794812639973,11185480.591539405,0.00019223794812639973
Sell,46520000.0,9.611897406319987e-05,11189949.810485488,9.611897406319987e-05
Sell,46476000.0,4.8059487031599934e-05,11192182.306398408,4.8059487031599934e-05
Sell,46484000.0,2.4029743515799967e-05,11193298.746496698,2.4029743515799967e-05
Sell,46506000.0,1.2014871757899983e-05,11193857.230740858,1.2014871757899983e-05
Sell,46506000.0,6.007435878949992e-06,11194136.472862938,6.007435878949992e-06
Sell,46542000.0,3.003717939474996e-06,11194276.202003757,3.003717939474996e-06
Sell,46539000.0,1.501858969737498e-06,11194346.062070841,1.501858969737498e-06
Sell,46962000.0,7.50929484868749e-07,11194381.309588734,7.50929484868749e-07
Sell,46987000.0,3.754647424343745e-07,11194398.942729605,3.754647424343745e-07
Sell,46993000.0,1.8773237121718724e-07,11194407.760425873,1.8773237121718724e-07
Sell,47007000.0,9.386618560859362e-08,11194412.170587476,9.386618560859362e-08
Sell,47025000.0,4.693309280429681e-08,11194414.37651265,4.693309280429681e-08
Sell,46820000.0,2.3466546402148405e-08,11194415.474667002,2.3466546402148405e-08
Sell,46849000.0,1.1733273201074203e-08,11194416.024084272,1.1733273201074203e-08
Sell,46880000.0,5.866636600537101e-09,11194416.298974682,5.866636600537101e-09
Sell,46933000.0,2.9333183002685506e-09,11194416.436575275,2.9333183002685506e-09
Sell,46568000.0,1.4666591501342753e-09,11194416.504840508,1.4666591501342753e-09
Sell,46567000.0,7.333295750671377e-10,11194416.538972393,7.333295750671377e-10
Sell,46589000.0,3.6666478753356883e-10,11194416.556046396,3.6666478753356883e-10
