Type,Price,Amount,Balance,BTC
Buy,138113000.0,0.0018092069537262966,9750000.0,0.0018092069537262966
Buy,137300000.0,0.001819919883466861,9500000.0,0.0036291268371931576
Buy,136760000.0,0.0018271058789119626,9250000.0,0.00545623271610512
Buy,136002000.0,0.0018372891575123896,9000000.0,0.007293521873617509
Buy,134847000.0,0.0018530260220842882,8750000.0,0.009146547895701797
Buy,134470000.0,0.0018582211645720237,8500000.0,0.011004769060273822
Buy,133942000.0,0.0018655462812262025,8250000.0,0.012870315341500025
Buy,133278000.0,0.0018748405588319154,8000000.0,0.01474515590033194
Buy,132113000.0,0.0018913732940740125,7750000.0,0.016636529194405954
Buy,131901000.0,0.0018944132341680504,7500000.0,0.018530942428574004
Buy,130891000.0,0.0018984121616178165,7251390.629068216,0.02042935459019182
Buy,129664000.0,0.0019163766831681705,7002781.258136433,0.022345731273359988
Buy,129664000.0,0.0019163766831681705,6754171.887204649,0.02426210795652816
Buy,128021000.0,0.0019409711394717869,6505562.516272865,0.026203079095999948
Buy,128021000.0,0.0019409711394717869,6256953.145341082,0.028144050235471736
Buy,126510000.0,0.001964153555025829,6008343.774409298,0.030108203790497563
Buy,126510000.0,0.001964153555025829,5759734.403477514,0.03207235734552339
Buy,126510000.0,0.001964153555025829,5511125.0325457305,0.03403651090054922
Buy,116986000.0,0.002124058145815035,5262515.661613947,0.03616056904636425
Buy,116986000.0,0.002124058145815035,5013906.290682163,0.03828462719217928
Buy,113340000.0,0.002092856413580599,4776583.283263229,0.04037748360575988
Buy,113340000.0,0.002092856413580599,4539260.275844295,0.042470340019340476
Buy,113340000.0,0.002092856413580599,4301937.26842536,0.04456319643292107
Buy,113340000.0,0.002092856413580599,4064614.2610064256,0.04665605284650167
Buy,113340000.0,0.002092856413580599,3827291.253587491,0.04874890926008227
Buy,113340000.0,0.002092856413580599,3589968.246168556,0.050841765673662866
Buy,112777000.0,0.0021033042722826915,3352645.2387496214,0.052945069945945555
Buy,112020000.0,0.0021175178174899583,3115322.2313306867,0.05506258776343551
Buy,111658000.0,0.002124382900600271,2877999.223911752,0.05718697066403578
Buy,111011000.0,0.0021367643379054785,2640676.2164928173,0.05932373500194126
Buy,110123000.0,0.002089369669536061,2410473.4589957492,0.06141310467147732
Buy,109246000.0,0.002106142615000271,2180270.701498681,0.06351924728647759
Buy,108258000.0,0.002125364001905814,1950067.9440016132,0.0656446112883834
Buy,108258000.0,0.002125364001905814,1719865.1865045452,0.06776997529028922
Buy,107919000.0,0.002132040290572741,1489662.4290074771,0.06990201558086195
Buy,107312000.0,0.0021440999712829846,1259459.671510409,0.07204611555214493
Buy,106721000.0,0.002155973577068427,1029256.914013341,0.07420208912921336
Buy,106188000.0,0.0021667952698828457,799054.1565162728,0.07636888439909621
Buy,105664000.0,0.0021775406582972404,568851.3990192047,0.07854642505739345
Buy,105086000.0,0.0021895176913986603,338648.6415221365,0.08073594274879212
Buy,104422000.0,0.002109592487414107,118250.57576850383,0.08284553523620622
