Type,Price,Amount,Balance,BTC
Buy,37050000.0,0.0067442645074224025,9750000.0,0.0067442645074224025
Buy,36802000.0,0.006789712515624151,9500000.0,0.013533977023046553
Buy,36690000.0,0.006810438811665304,9250000.0,0.020344415834711856
Buy,36485000.0,0.006848704947238592,9000000.0,0.02719312078195045
Buy,36310000.0,0.006881713026714404,8750000.0,0.034074833808664856
Buy,36246000.0,0.006887874844641785,8500217.196979603,0.04096270865330664
Buy,35702000.0,0.006992827057836708,8250434.3939592065,0.047955535711143346
Buy,35702000.0,0.006992827057836708,8000651.59093881,0.054948362768980054
Buy,35643000.0,0.007004402312344251,7750868.787918414,0.0619527650813243
Buy,35500000.0,0.007032617228701018,7501085.984898018,0.06898538231002532
Buy,35151000.0,0.007065422558181349,7252605.076100986,0.07605080486820667
Buy,34174000.0,0.007267415823217434,7004124.167303955,0.08331822069142411
Buy,34174000.0,0.007267415823217434,6755643.258506924,0.09058563651464155
Buy,34174000.0,0.007267415823217434,6507162.349709893,0.09785305233785899
Buy,34174000.0,0.007267415823217434,6258681.440912861,0.10512046816107642
Buy,33955000.0,0.00724977138788562,6012392.3088711845,0.11237023954896204
Buy,33711000.0,0.0073022451863088075,5766103.176829508,0.11967248473527084
Buy,32649000.0,0.0075397711254757025,5519814.044787831,0.12721225586074655
Buy,32649000.0,0.0075397711254757025,5273524.912746154,0.13475202698622227
Buy,32649000.0,0.0075397711254757025,5027235.780704477,0.14229179811169798
