timestamp,open,high,low,close,volume,value
2025-01-01 00:00:00,142200000.0,142350000.0,142021000.0,142119000.0,18.22116866,2591298279.95314
2025-01-01 00:05:00,142064000.0,142118000.0,141010000.0,141085000.0,46.44321729,6568888536.88227
2025-01-01 00:10:00,141085000.0,141756000.0,141048000.0,141704000.0,33.09132772,4682021017.98666
2025-01-01 00:15:00,141700000.0,141704000.0,141311000.0,141401000.0,9.90493144,1401884407.18383
2025-01-01 00:20:00,141336000.0,141457000.0,141311000.0,141361000.0,8.29021392,1172061571.77946
2025-01-01 00:25:00,141436000.0,141773000.0,141361000.0,141569000.0,14.10784028,1997648941.44983
2025-01-01 00:30:00,141562000.0,141769000.0,141510000.0,141685000.0,6.80228156,963605297.16162
2025-01-01 00:35:00,141685000.0,142408000.0,141655000.0,142408000.0,12.74183491,1809491531.48668
2025-01-01 00:40:00,142401000.0,142443000.0,142018000.0,142180000.0,13.88112661,1974068437.46897
2025-01-01 00:45:00,142107000.0,142180000.0,141688000.0,141752000.0,7.19541196,1021388598.75577
2025-01-01 00:50:00,141881000.0,141900000.0,141602000.0,141888000.0,6.7591642,958042216.07171
2025-01-01 00:55:00,141888000.0,141889000.0,141600000.0,141600000.0,4.58392616,649765737.00412
2025-01-01 01:00:00,141602000.0,141666000.0,141356000.0,141358000.0,8.00531725,1132720396.1056
2025-01-01 01:05:00,141369000.0,141578000.0,141285000.0,141523000.0,9.32209157,1317896511.0205
2025-01-01 01:10:00,141524000.0,141748000.0,141524000.0,141658000.0,7.80979303,1106187091.43692
2025-01-01 01:15:00,141658000.0,141681000.0,141125000.0,141192000.0,5.11762171,723552828.70317
2025-01-01 01:20:00,141286000.0,141291000.0,141059000.0,141114000.0,8.39174897,1184645858.43124
2025-01-01 01:25:00,141134000.0,141159000.0,140726000.0,140769000.0,20.38702219,2873231380.38018
2025-01-01 01:30:00,140769000.0,140770000.0,140300000.0,140398000.0,27.51712325,3865877172.86678
2025-01-01 01:35:00,140384000.0,140796000.0,140364000.0,140725000.0,9.81364648,1379358815.82923
2025-01-01 01:40:00,140665000.0,140769000.0,140402000.0,140521000.0,7.14309512,1004063657.63841
2025-01-01 01:45:00,140521000.0,140767000.0,140512000.0,140730000.0,10.18386614,1432153166.7742
2025-01-01 01:50:00,140729000.0,140864000.0,140661000.0,140760000.0,4.26202735,599927289.534
2025-01-01 01:55:00,140813000.0,140814000.0,140673000.0,140707000.0,5.59638334,787542475.75854
2025-01-01 01:55:00,140813000.0,140814000.0,140673000.0,140707000.0,5.59638334,787542475.75854
2025-01-01 02:00:00,140707000.0,140707000.0,140661000.0,140661000.0,0.09248393,13009206.12476
2025-01-01 02:00:00,140707000.0,140707000.0,140661000.0,140661000.0,0.09248393,13009206.12476
2025-01-01 06:20:00,140658000.0,140708000.0,139800000.0,140000000.0,68.78608388,9633937731.05385
2025-01-01 06:20:00,140658000.0,140708000.0,139800000.0,140000000.0,68.78608388,9633937731.05385
2025-01-01 06:25:00,140000000.0,140073000.0,139748000.0,139887000.0,20.39286097,2852032954.59971
2025-01-01 06:25:00,140000000.0,140073000.0,139748000.0,139887000.0,20.39286097,2852032954.59971
2025-01-01 06:30:00,139888000.0,139978000.0,139743000.0,139978000.0,13.31272936,1861309018.87228
2025-01-01 06:30:00,139888000.0,139978000.0,139743000.0,139978000.0,13.31272936,1861309018.87228
2025-01-01 06:35:00,139977000.0,140099000.0,139887000.0,140086000.0,9.64272705,1350104190.13088
2025-01-01 06:35:00,139977000.0,140099000.0,139887000.0,140086000.0,9.64272705,1350104190.13088
2025-01-01 06:40:00,140087000.0,140087000.0,139965000.0,139965000.0,8.44439484,1182550526.87279
2025-01-01 06:40:00,140087000.0,140087000.0,139965000.0,139965000.0,8.44439484,1182550526.87279
2025-01-01 06:45:00,139966000.0,139966000.0,139649000.0,139680000.0,7.88354953,1101768054.17226
2025-01-01 06:45:00,139966000.0,139966000.0,139649000.0,139680000.0,7.88354953,1101768054.17226
2025-01-01 06:50:00,139680000.0,139710000.0,139649000.0,139707000.0,2.61633393,365460158.53744
2025-01-01 06:50:00,139680000.0,139710000.0,139649000.0,139707000.0,2.61633393,365460158.53744
2025-01-01 06:55:00,139707000.0,139835000.0,139680000.0,139813000.0,10.0184684,1400168088.83564
2025-01-01 06:55:00,139707000.0,139835000.0,139680000.0,139813000.0,10.0184684,1400168088.83564
2025-01-01 07:00:00,139813000.0,139967000.0,139811000.0,139966000.0,6.37009047,890982360.35809
2025-01-01 07:00:00,139813000.0,139967000.0,139811000.0,139966000.0,6.37009047,890982360.35809
2025-01-01 07:05:00,139908000.0,139995000.0,139898000.0,139911000.0,6.86966239,961258708.85697
2025-01-01 07:05:00,139908000.0,139995000.0,139898000.0,139911000.0,6.86966239,961258708.85697
2025-01-01 07:10:00,139912000.0,139988000.0,139911000.0,139986000.0,6.01656634,841794364.42471
2025-01-01 07:10:00,139912000.0,139988000.0,139911000.0,139986000.0,6.01656634,841794364.42471
2025-01-01 07:15:00,139986000.0,140129000.0,139920000.0,139921000.0,6.31142609,883792704.15823
2025-01-01 07:15:00,139986000.0,140129000.0,139920000.0,139921000.0,6.31142609,883792704.15823
2025-01-01 07:20:00,139920000.0,139921000.0,139800000.0,139815000.0,13.24427119,1852424169.92319
2025-01-01 07:20:00,139920000.0,139921000.0,139800000.0,139815000.0,13.24427119,1852424169.92319
2025-01-01 07:25:00,139815000.0,139932000.0,139788000.0,139932000.0,4.76208851,665818078.55794
2025-01-01 07:25:00,139815000.0,139932000.0,139788000.0,139932000.0,4.76208851,665818078.55794
2025-01-01 07:30:00,139932000.0,139999000.0,139818000.0,139818000.0,4.51865226,632169567.67278
2025-01-01 07:30:00,139932000.0,139999000.0,139818000.0,139818000.0,4.51865226,632169567.67278
2025-01-01 07:35:00,139816000.0,139980000.0,139776000.0,139879000.0,4.42370565,618489312.53891
2025-01-01 07:35:00,139816000.0,139980000.0,139776000.0,139879000.0,4.42370565,618489312.53891
2025-01-01 07:40:00,139879000.0,139979000.0,139776000.0,139849000.0,7.79080661,1089396292.96528
2025-01-01 07:40:00,139879000.0,139979000.0,139776000.0,139849000.0,7.79080661,1089396292.96528
2025-01-01 07:45:00,139792000.0,139792000.0,139649000.0,139650000.0,5.87814209,821360286.12472
2025-01-01 07:45:00,139792000.0,139792000.0,139649000.0,139650000.0,5.87814209,821360286.12472
2025-01-01 07:50:00,139650000.0,139663000.0,139077000.0,139089000.0,24.44100557,3404287678.60443
2025-01-01 07:50:00,139650000.0,139663000.0,139077000.0,139089000.0,24.44100557,3404287678.60443
2025-01-01 07:55:00,139078000.0,139089000.0,139000000.0,139023000.0,18.09456294,2515532212.56501
2025-01-01 07:55:00,139078000.0,139089000.0,139000000.0,139023000.0,18.09456294,2515532212.56501
2025-01-01 08:00:00,139031000.0,139299000.0,139030000.0,139138000.0,16.10459207,2240422174.91565
2025-01-01 08:00:00,139031000.0,139299000.0,139030000.0,139138000.0,16.10459207,2240422174.91565
2025-01-01 08:05:00,139032000.0,139417000.0,139013000.0,139416000.0,13.32219164,1853707652.8872
2025-01-01 08:05:00,139032000.0,139417000.0,139013000.0,139416000.0,13.32219164,1853707652.8872
2025-01-01 08:10:00,139430000.0,139533000.0,139430000.0,139480000.0,8.13931742,1135311854.2825
2025-01-01 08:10:00,139430000.0,139533000.0,139430000.0,139480000.0,8.13931742,1135311854.2825
2025-01-01 08:15:00,139480000.0,139490000.0,139288000.0,139325000.0,8.68589983,1211205757.8788
2025-01-01 08:15:00,139480000.0,139490000.0,139288000.0,139325000.0,8.68589983,1211205757.8788
2025-01-01 08:20:00,139325000.0,139431000.0,139324000.0,139430000.0,6.40126078,892278749.96509
2025-01-01 08:20:00,139325000.0,139431000.0,139324000.0,139430000.0,6.40126078,892278749.96509
2025-01-01 08:25:00,139424000.0,139500000.0,139424000.0,139499000.0,8.90599641,1242052811.62487
2025-01-01 08:25:00,139424000.0,139500000.0,139424000.0,139499000.0,8.90599641,1242052811.62487
2025-01-01 08:30:00,139468000.0,139527000.0,139449000.0,139467000.0,7.85354098,1095524423.95039
2025-01-01 08:30:00,139468000.0,139527000.0,139449000.0,139467000.0,7.85354098,1095524423.95039
2025-01-01 08:35:00,139458000.0,139467000.0,139330000.0,139345000.0,9.92970976,1384201420.43942
2025-01-01 08:35:00,139458000.0,139467000.0,139330000.0,139345000.0,9.92970976,1384201420.43942
2025-01-01 08:40:00,139344000.0,139409000.0,139117000.0,139206000.0,8.40296331,1170082932.75197
2025-01-01 08:40:00,139344000.0,139409000.0,139117000.0,139206000.0,8.40296331,1170082932.75197
2025-01-01 08:45:00,139133000.0,139325000.0,139133000.0,139325000.0,8.61659576,1199299554.30821
2025-01-01 08:45:00,139133000.0,139325000.0,139133000.0,139325000.0,8.61659576,1199299554.30821
2025-01-01 08:50:00,139325000.0,139800000.0,139246000.0,139650000.0,12.19089758,1702203955.11225
2025-01-01 08:50:00,139325000.0,139800000.0,139246000.0,139650000.0,12.19089758,1702203955.11225
2025-01-01 08:55:00,139621000.0,139650000.0,139257000.0,139257000.0,10.63660954,1483436788.1196
2025-01-01 08:55:00,139621000.0,139650000.0,139257000.0,139257000.0,10.63660954,1483436788.1196
2025-01-01 09:00:00,139394000.0,139620000.0,139200000.0,139549000.0,22.04510842,3072812653.74175
2025-01-01 09:00:00,139394000.0,139620000.0,139200000.0,139549000.0,22.04510842,3072812653.74175
2025-01-01 09:05:00,139549000.0,139688000.0,139484000.0,139683000.0,8.80944668,1229789664.67917
2025-01-01 09:05:00,139549000.0,139688000.0,139484000.0,139683000.0,8.80944668,1229789664.67917
2025-01-01 09:10:00,139683000.0,139873000.0,139570000.0,139873000.0,12.08880926,1688438579.20445
2025-01-01 09:10:00,139683000.0,139873000.0,139570000.0,139873000.0,12.08880926,1688438579.20445
2025-01-01 09:15:00,139736000.0,140210000.0,139724000.0,140134000.0,21.27502618,2978710433.95567
2025-01-01 09:15:00,139736000.0,140210000.0,139724000.0,140134000.0,21.27502618,2978710433.95567
2025-01-01 09:20:00,140134000.0,140135000.0,139861000.0,139880000.0,14.18505505,1986098869.01548
2025-01-01 09:20:00,140134000.0,140135000.0,139861000.0,139880000.0,14.18505505,1986098869.01548
2025-01-01 09:25:00,139880000.0,140168000.0,139860000.0,140041000.0,5.0889808,712370634.94299
2025-01-01 09:25:00,139880000.0,140168000.0,139860000.0,140041000.0,5.0889808,712370634.94299
2025-01-01 09:30:00,140041000.0,140489000.0,140040000.0,140320000.0,18.08892021,2537988270.33363
2025-01-01 09:30:00,140041000.0,140489000.0,140040000.0,140320000.0,18.08892021,2537988270.33363
2025-01-01 09:35:00,140351000.0,140492000.0,140304000.0,140457000.0,7.86426842,1103874693.46587
2025-01-01 09:35:00,140351000.0,140492000.0,140304000.0,140457000.0,7.86426842,1103874693.46587
2025-01-01 09:40:00,140457000.0,140460000.0,140378000.0,140397000.0,6.43504984,903560715.16742
2025-01-01 09:40:00,140457000.0,140460000.0,140378000.0,140397000.0,6.43504984,903560715.16742
2025-01-01 09:45:00,140397000.0,140500000.0,140325000.0,140500000.0,14.28109354,2004944935.43382
2025-01-01 09:45:00,140397000.0,140500000.0,140325000.0,140500000.0,14.28109354,2004944935.43382
2025-01-01 09:50:00,140500000.0,140929000.0,140429000.0,140902000.0,21.23132089,2988177309.01137
2025-01-01 09:50:00,140500000.0,140929000.0,140429000.0,140902000.0,21.23132089,2988177309.01137
2025-01-01 09:55:00,140902000.0,141220000.0,140823000.0,141200000.0,16.75179274,2361532009.20382
2025-01-01 09:55:00,140902000.0,141220000.0,140823000.0,141200000.0,16.75179274,2361532009.20382
2025-01-01 10:00:00,141200000.0,141225000.0,140600000.0,140639000.0,15.25970712,2150607160.67583
2025-01-01 10:00:00,141200000.0,141225000.0,140600000.0,140639000.0,15.25970712,2150607160.67583
2025-01-01 10:05:00,140639000.0,140639000.0,140310000.0,140620000.0,11.9977929,1685207379.37355
2025-01-01 10:05:00,140639000.0,140639000.0,140310000.0,140620000.0,11.9977929,1685207379.37355
2025-01-01 10:10:00,140620000.0,140790000.0,140480000.0,140780000.0,5.76647762,811344452.00456
2025-01-01 10:10:00,140620000.0,140790000.0,140480000.0,140780000.0,5.76647762,811344452.00456
2025-01-01 10:15:00,140769000.0,140780000.0,140349000.0,140352000.0,7.78746444,1094468423.79124
2025-01-01 10:15:00,140769000.0,140780000.0,140349000.0,140352000.0,7.78746444,1094468423.79124
2025-01-01 10:20:00,140350000.0,140352000.0,140100000.0,140149000.0,6.71731981,942036547.00349
2025-01-01 10:20:00,140350000.0,140352000.0,140100000.0,140149000.0,6.71731981,942036547.00349
2025-01-01 10:25:00,140149000.0,140318000.0,140102000.0,140221000.0,5.34313954,749238507.83906
2025-01-01 10:25:00,140149000.0,140318000.0,140102000.0,140221000.0,5.34313954,749238507.83906
2025-01-01 10:30:00,140221000.0,140620000.0,140219000.0,140601000.0,8.27741451,1162320199.9322
2025-01-01 10:30:00,140221000.0,140620000.0,140219000.0,140601000.0,8.27741451,1162320199.9322
2025-01-01 10:35:00,140601000.0,140656000.0,140350000.0,140382000.0,8.37438181,1176300920.34016
2025-01-01 10:35:00,140601000.0,140656000.0,140350000.0,140382000.0,8.37438181,1176300920.34016
2025-01-01 10:40:00,140471000.0,140471000.0,140350000.0,140375000.0,2.24956818,315885238.73186
2025-01-01 10:40:00,140471000.0,140471000.0,140350000.0,140375000.0,2.24956818,315885238.73186
2025-01-01 10:45:00,140375000.0,140375000.0,140314000.0,140314000.0,3.89291337,546371685.60799
2025-01-01 10:45:00,140375000.0,140375000.0,140314000.0,140314000.0,3.89291337,546371685.60799
2025-01-01 10:50:00,140312000.0,140314000.0,139833000.0,139833000.0,14.1432782,1979979986.05695
2025-01-01 10:50:00,140312000.0,140314000.0,139833000.0,139833000.0,14.1432782,1979979986.05695
2025-01-01 10:55:00,139833000.0,140227000.0,139800000.0,139972000.0,12.98992472,1817285341.92283
2025-01-01 11:00:00,139972000.0,140200000.0,139950000.0,140130000.0,4.2906564,600818390.32478
2025-01-01 11:05:00,140130000.0,140133000.0,140000000.0,140020000.0,2.98067037,417524100.04145
